"BehaviorSpace results (NetLogo 6.0.1)"
"Roman_LULCC.nlogo"
"cell-resolution"
"08/14/2017 20:27:54:672 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","grain-req","expectation-scalar","tenure-drop","patches-per-ha","dynamic-pop","init-households","tenure","annual-precip","wood-req","[step]","mean [grain-supply] of households"
"302","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"303","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"304","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"305","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"306","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"307","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"308","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"309","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"310","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"311","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"312","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"313","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"314","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"315","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"316","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"318","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"321","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"322","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"323","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"324","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"325","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"326","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"327","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"328","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"317","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"329","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"331","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"330","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"332","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"334","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"333","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"335","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"336","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"337","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"339","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"338","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"340","212","0.8","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"319","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"320","212","0.75","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"342","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","180292.74977289973"
"341","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","172432.8993451223"
"343","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","88021.79036651584"
"344","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","167058.6281445055"
"345","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","177240.8256675881"
"346","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","174403.10339248404"
"347","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","173031.06794781346"
"348","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","178609.2039931091"
"349","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","174138.4890840122"
"350","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","175486.17472173896"
"351","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","170399.73005628138"
"352","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","168417.76883709594"
"353","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","168216.6452394759"
"354","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","170908.06841235922"
"355","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","174462.8283821039"
"356","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","167569.1951265395"
"357","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","173171.93363926408"
"358","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","174703.28975766277"
"359","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","172096.63548121552"
"360","212","0.8","0.2","0.5","false","10","""satisficing""","0.54","2000","200","175620.59908226784"
"361","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","67100.58106253731"
"362","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","67480.15744559007"
"363","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","70873.98314502163"
"364","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68620.26477270693"
"365","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","70341.28228210176"
"366","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","69779.30416271667"
"367","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","70188.15884923251"
"368","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","69075.74340262114"
"369","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68474.36791876552"
"371","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68756.47438802582"
"370","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","71499.04291009957"
"372","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","69937.44446957143"
"373","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","69890.7848787455"
"374","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","66528.59424695306"
"375","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68342.47436024934"
"376","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68979.7308661495"
"377","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68272.6606777788"
"378","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","66949.89516076492"
"379","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","68844.72310349249"
"380","212","0.8","0.2","1","false","10","""satisficing""","0.54","2000","200","70055.05078024798"
"381","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57528.62562731579"
"382","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","58016.65341190724"
"383","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57840.645683272356"
"384","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57567.58215699184"
"385","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57782.475884184954"
"386","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57826.46036921325"
"387","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","58391.90522605772"
"388","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57542.34338140288"
"389","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57999.35348548598"
"390","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57412.71599859304"
"391","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","58069.12914273418"
"392","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","58347.420909302986"
"393","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57908.61846282199"
"394","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57482.31701906516"
"395","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","58072.82458070789"
"396","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57503.5327879698"
"397","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57928.51739651745"
"398","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57956.34724466178"
"399","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57829.11666831437"
"400","212","0.8","0.2","2","false","10","""satisficing""","0.54","2000","200","57785.19586055656"
"401","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57844.67280238027"
"402","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","58173.75011235776"
"403","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57944.422549930656"
"404","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57634.98793109615"
"405","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57784.332902813636"
"406","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57433.91096583266"
"407","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57612.84390387601"
"408","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57890.59750341882"
"409","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57924.205685654364"
"410","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57643.10655097359"
"411","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57728.37373567423"
"412","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57731.510915319566"
"413","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57760.360551025355"
"414","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57460.17023872904"
"415","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57515.69047140584"
"416","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57457.71674874864"
"417","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57980.73122384083"
"418","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57861.788788785554"
"419","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57783.01952357155"
"420","212","0.8","0.2","4","false","10","""satisficing""","0.54","2000","200","57392.346784539215"
"421","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57709.24346589744"
"422","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","58114.09036614143"
"423","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57515.74931602876"
"424","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57417.980571538166"
"425","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","58080.3773490719"
"426","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57573.87711682696"
"427","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57677.814824168556"
"428","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57887.01698616394"
"429","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57704.94746104019"
"430","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57902.72429571101"
"431","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57643.376383507646"
"432","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57630.23222602818"
"433","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57034.0087456724"
"434","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57358.015807459225"
"435","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57662.90907571344"
"436","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57430.08972427177"
"437","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57508.62711783613"
"438","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57909.01293805781"
"439","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","58043.71609258823"
"440","212","0.8","0.2","6","false","10","""satisficing""","0.54","2000","200","57745.51547711372"
"441","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57839.60969890064"
"442","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","58069.569007400154"
"443","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57823.337575956924"
"445","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57223.3876591673"
"444","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57815.57422315191"
"446","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57900.97509329723"
"447","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57654.68782380532"
"448","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57767.423426658774"
"449","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57784.92687004913"
"450","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57786.20811413457"
"451","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","58160.88016067647"
"452","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57802.66672476744"
"453","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","58015.77346595495"
"454","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57998.70600357731"
"455","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57995.11486453308"
"456","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57577.22093349266"
"457","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57552.787529352725"
"461","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"458","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57503.26371638223"
"459","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57790.07968838874"
"460","212","0.8","0.2","10","false","10","""satisficing""","0.54","2000","200","57795.29291756116"
"462","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"463","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"464","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"465","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"466","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"467","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"468","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"469","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"470","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"471","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"473","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"472","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"474","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"475","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"476","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"477","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"481","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"482","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"483","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"484","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"485","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"486","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"487","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"488","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"489","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"490","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"491","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"492","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"493","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"494","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"495","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"496","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"497","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"498","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"499","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"500","212","0.85","0.2","0.25","false","10","""satisficing""","0.54","2000","200","0"
"478","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"479","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"480","212","0.8","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"501","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","170191.18237618374"
"502","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","170590.4342580108"
"503","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","165736.99126460345"
"504","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","163155.92708620123"
"505","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","166575.80575748073"
"506","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","176237.1509603732"
"507","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","166772.1346699575"
"508","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","171636.48282692075"
"509","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","168480.30464116068"
"510","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","171574.47579920606"
"511","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","174729.06125289263"
"512","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","176696.3971209507"
"513","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","165297.97731427243"
"514","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","173990.53658541088"
"515","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","160280.3217180736"
"516","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","174097.31390551678"
"517","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","169438.23377917413"
"518","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","173024.64152772966"
"520","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","170627.36832650102"
"519","212","0.85","0.2","0.5","false","10","""satisficing""","0.54","2000","200","166154.84590552445"
"521","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","16004.034093275079"
"522","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","16473.135498107793"
"523","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","16865.464180699924"
"524","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","13227.683481483156"
"525","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","17628.49303582388"
"526","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","17872.656503181694"
"527","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","16473.90641745485"
"528","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","15693.854625135005"
"529","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","15629.606458247086"
"530","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","17701.51712210952"
"531","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","15632.353088712294"
"532","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","20640.18070704617"
"533","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","13758.289747281442"
"534","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","17562.429672658407"
"535","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","16298.620379629147"
"536","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","15156.492912024045"
"537","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","19483.83876270378"
"538","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","17161.915680685786"
"539","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","17917.5270282708"
"540","212","0.85","0.2","1","false","10","""satisficing""","0.54","2000","200","14790.562099435007"
"541","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39290.79432026476"
"543","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39587.50410586514"
"542","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39118.19756451525"
"544","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39460.94489289775"
"545","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39722.067731847"
"546","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39686.71669083247"
"547","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39432.13384886728"
"548","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39241.45826935129"
"549","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39119.05586958533"
"550","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39112.334324619944"
"551","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39480.2952421049"
"552","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39233.55047533901"
"553","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39519.5933934824"
"554","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39884.32148830447"
"555","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39817.40526444601"
"556","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","40078.526481776375"
"557","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39145.27695557139"
"558","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39446.91144896833"
"559","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","39841.807643122185"
"560","212","0.85","0.2","2","false","10","""satisficing""","0.54","2000","200","40098.82311807944"
"562","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39376.4657687528"
"561","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39368.71819999549"
"563","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39248.294736979806"
"564","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39451.875849415985"
"565","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39775.631627748124"
"566","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39339.718141282436"
"567","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39488.15689191176"
"568","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39347.00427204678"
"569","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39839.08471050385"
"570","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39715.80484127217"
"571","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39426.30803746045"
"572","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39612.58546606512"
"573","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39686.998918112666"
"574","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39836.07106060056"
"575","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39710.765222389564"
"576","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39742.520822592895"
"577","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39216.9357370521"
"578","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39480.15910046287"
"579","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","39409.63611467869"
"580","212","0.85","0.2","4","false","10","""satisficing""","0.54","2000","200","38740.096361411575"
"581","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39437.71081789174"
"582","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39458.08341905688"
"583","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39570.23133725165"
"584","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39546.479807223914"
"585","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39488.28215045445"
"586","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39682.332508011714"
"587","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39648.246477467"
"588","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39360.73297581646"
"589","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39334.01251252774"
"590","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39817.773082335305"
"591","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39574.63377829737"
"592","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39486.393547072126"
"593","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39304.99662563675"
"594","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39316.55612664827"
"595","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39589.17547895718"
"596","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39070.52953162021"
"597","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39617.51111548246"
"599","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39156.19320142122"
"598","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39313.37610329264"
"600","212","0.85","0.2","6","false","10","""satisficing""","0.54","2000","200","39169.864530490806"
"601","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39674.26773183081"
"602","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39454.33073813132"
"603","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39850.25548100517"
"604","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39407.740439836765"
"605","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39749.53702693713"
"606","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39335.457031192316"
"607","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39516.81452945331"
"608","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39959.90592788257"
"609","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39443.46531998609"
"610","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39400.41656371338"
"611","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39381.091171279724"
"612","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39209.456901484475"
"613","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39549.811931151096"
"614","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39664.73771992775"
"615","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39153.454792473596"
"616","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39260.639303362696"
"617","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39410.44699623071"
"618","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39549.619576693185"
"619","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39574.88370885807"
"621","212","0.85","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
"620","212","0.85","0.2","10","false","10","""satisficing""","0.54","2000","200","39292.34247350982"
"622","212","0.85","0.2","16","false","10","""satisficing""","0.54","2000","200","0"
