title,type,description,lon,lat,periods,minDate,maxDate,id,tags
Untitled,"feature, villa","An ancient place, cited: BAtlas 28 B3 unnamed feature (rural settlement in Djouima vicinity)",-6.105802,35.245117,RL,-30,640,208942522,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 28 B3 unnamed feature (rural settlement in Djouima vicinity)",-6.118177,35.259965,RL,-30,640,208942523,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 28 B3 unnamed feature (rural settlement in Djouima vicinity)",-6.090422,35.241886,RL,-30,640,208942524,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 28 B3 unnamed feature (rural settlement in Djouima vicinity)",-6.087278,35.225477,RL,-30,640,208942525,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 28 B3 unnamed feature (rural settlement in Djouima vicinity)",-6.112902,35.222172,RL,-30,640,208942526,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 F2 unnamed feature ()",7.969428,35.202827,RL,-30,640,208942549,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 F2 unnamed feature ()",7.985906,35.18275,RL,-30,640,208942550,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 F2 unnamed feature ()",7.980782,35.192288,RL,-30,640,208942551,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.115474,35.347564,RL,-30,640,208942684,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.427623,35.030889,RL,-30,640,208942687,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.082216,35.873735,RL,-30,640,208942688,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.086098,35.846037,RL,-30,640,208942689,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.087795,35.83244,RL,-30,640,208942690,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.407643,35.027733,RL,-30,640,208942691,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.113839,35.321083,RL,-30,640,208942692,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.132291,35.321351,RL,-30,640,208942693,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.150964,35.319458,RL,-30,640,208942694,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.191163,35.318644,RL,-30,640,208942695,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.027971,35.202131,RL,-30,640,208942696,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.066178,35.297543,RL,-30,640,208942697,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.051156,35.855467,RL,-30,640,208942698,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,villa,"An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.022361,35.300251,RL,-30,640,208942699,"dare:feature=villa, dare:major=0, dare:ancient=2"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.052912,35.835627,RL,-30,640,208942700,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.030929,35.289766,RL,-30,640,208942701,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.045057,35.30788,RL,-30,640,208942702,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.062076,35.210136,RL,-30,640,208942703,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.068242,35.840551,RL,-30,640,208942704,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.07603,35.860728,RL,-30,640,208942705,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.357705,36.239525,RL,-30,640,208942707,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.050929,35.200739,RL,-30,640,208942710,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.049735,35.190039,RL,-30,640,208942711,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.043741,35.226122,RL,-30,640,208942712,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"feature, villa","An ancient place, cited: BAtlas 34 G2 unnamed feature ()",8.409164,35.011385,RL,-30,640,208942714,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.820035,36.381094,RL,-30,640,208942855,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.944861,36.166144,RL,-30,640,208942857,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.796768,36.241053,RL,-30,640,208942858,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.979098,36.182321,RL,-30,640,208942859,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.953718,36.221719,RL,-30,640,208942860,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.944683,36.081505,RL,-30,640,208942861,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.948789,36.361693,RL,-30,640,208942882,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.885431,36.292825,RL,-30,640,208942883,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.836558,36.264272,RL,-30,640,208942884,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.793226,36.252556,RL,-30,640,208942888,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.817687,36.394302,RL,-30,640,208942893,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.831982,36.394223,RL,-30,640,208942894,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H4 unnamed unlabeled (settlements)",7.832598,36.384824,RL,-30,640,208942895,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.756094,36.694035,RL,-30,640,208942900,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.841189,36.766418,RL,-30,640,208942901,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.709679,36.534478,RL,-30,640,208942915,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.594769,36.611551,RL,-30,640,208942916,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.736646,36.704227,RL,-30,640,208942917,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.755782,36.699528,RL,-30,640,208942918,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 H3 unnamed unlabeled (settlements)",7.853337,36.754924,RL,-30,640,208942920,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 G3 unnamed unlabeled (settlements)",7.439937,36.527652,RL,-30,640,208942931,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 F4 unnamed unlabeled (settlements)",6.600896,36.363717,RL,-30,640,208942941,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 F3 unnamed unlabeled (settlements)",6.85933,36.705885,RL,-30,640,208942955,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 F3 unnamed unlabeled (settlements)",6.606087,36.555039,RL,-30,640,208942956,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 F3 unnamed unlabeled (settlements)",6.655816,36.562248,RL,-30,640,208942957,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.555244,35.928606,R,-30,300,208942985,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.571321,35.908257,R,-30,300,208942986,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.533723,35.948467,R,-30,300,208942987,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.551848,35.940828,R,-30,300,208942988,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.526499,35.961751,R,-30,300,208942989,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.530269,35.954979,R,-30,300,208942990,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.572863,35.902796,R,-30,300,208942991,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.575652,35.894474,R,-30,300,208942992,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.595089,35.892527,R,-30,300,208942993,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G1 unnamed unlabeled ((1 cemetery))",10.589115,35.901132,R,-30,300,208942994,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.717397,35.255335,R,-30,300,208943015,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.692862,35.207916,R,-30,300,208943016,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.74183,35.291369,R,-30,300,208943017,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"monument, villa, bath","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.742601,35.277384,R,-30,300,208943018,"dare:feature=villa, dare:major=0, dare:ancient=2"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.841631,35.293832,R,-30,300,208943019,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.908013,35.298865,R,-30,300,208943021,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.963083,35.42257,R,-30,300,208943022,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.872455,35.26454,R,-30,300,208943023,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.917027,35.289711,R,-30,300,208943024,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.985507,35.212357,R,-30,300,208943025,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 G2 unnamed unlabeled ((3 monuments, 1 bath))",10.982455,35.048133,R,-30,300,208943027,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.643962,35.313572,R,-30,300,208943038,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.616854,35.309391,R,-30,300,208943039,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.500674,35.206525,R,-30,300,208943040,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.756582,35.202427,R,-30,300,208943046,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.913378,35.113606,R,-30,300,208943047,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.908044,35.102738,R,-30,300,208943048,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.804073,35.900413,R,-30,300,208943078,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.810317,35.844114,R,-30,300,208943079,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.817959,35.845946,R,-30,300,208943080,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.806229,35.923453,R,-30,300,208943092,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.875658,35.988674,R,-30,300,208943093,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.953992,35.906718,R,-30,300,208943094,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.859252,35.902984,R,-30,300,208943105,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.893121,35.872927,R,-30,300,208943106,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.674866,35.788457,R,-30,300,208943107,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.886119,35.86695,R,-30,300,208943108,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 F1 unnamed unlabeled ((3 cemeteries, 1 monument, 1 wall))",10.498039,35.956983,R,-30,300,208943122,"dare:major=0, dare:ancient=2, dare:feature=villa"
Manfria,villa,"An ancient place, cited: BAtlas 47 E4 Manfria",14.13754,37.099809,ACHR,-750,300,462298,"dare:major=0, dare:ancient=0, dare:feature=villa"
Margi di Giarratana,villa,"An ancient place, cited: BAtlas 47 F4 Margi di Giarratana",14.793723,37.048099,R,-30,300,462300,"dare:major=0, dare:ancient=0, dare:feature=villa"
Matrensa,villa,"An ancient place, cited: BAtlas 47 G4 Matrensa",15.26644,37.037885,R,-30,300,462304,"dare:major=0, dare:ancient=0, dare:feature=villa"
Melita,"settlement, villa",A capital town founded by Carthaginians.,14.4001243,35.8851671,CHRL,-550,640,462310,
Misterbianco,"villa, bath","An ancient place, cited: BAtlas 47 G3 Misterbianco",15.00490705,37.5194447,RL,-30,640,462318,"dare:major=0, dare:ancient=0, dare:feature=villa"
Montevago,villa,"An ancient place, cited: BAtlas 47 C3 Montevago",12.989483,37.702234,HR,-330,300,462370,"dare:major=0, dare:ancient=0, dare:feature=villa"
Muratore di Castellana Sicula,villa,"An ancient place, cited: BAtlas 47 E3 Muratore di Castellana Sicula",14.042973,37.781903,R,-30,300,462377,"dare:major=0, dare:ancient=0, dare:feature=villa"
Ortomosaico di Giarratana,villa,"An ancient place, cited: BAtlas 47 F4 Ortomosaico di Giarratana",14.793736000000001,37.048117,R,-30,300,462401,"dare:major=0, dare:ancient=0, dare:feature=villa"
Piano della Clesia,villa,"An ancient place, cited: BAtlas 47 E4 Piano della Clesia",14.13669,37.485641,R,-30,300,462432,"dare:major=0, dare:ancient=0, dare:feature=villa"
Piano Fontane,villa,"An ancient place, cited: BAtlas 47 E3 Piano Fontane",14.23635,37.983284,R,-30,300,462433,"dare:major=0, dare:ancient=0, dare:feature=villa"
Roman Villa and Medieval Settlement at Piazza Armerina,"settlement, villa","The so-called ""Villa Romana del Casale"" (of Roman date) and the nearby settlement of Piazza Armerina, which seems to have been occupied by survivors from the villa site after it was destroyed in an earthquake in the early middle ages. The villa is listed as a UNESCO World Heritage Site, in part because of its famous mosaics.",14.334722,37.364722,RLM,-30,2100,462435,"latifundium, UWHS"
Priorato,villa,"An ancient place, cited: BAtlas 47 E4 Priorato",14.144968,37.242434,AHR,-750,300,462457,"dare:major=0, dare:ancient=0, dare:feature=villa"
Rocca Stefano,"cemetery, villa","An ancient place, cited: BAtlas 47 D4 Rocca Stefano",13.681019,37.309976,RL,-30,640,462470,"dare:major=0, dare:ancient=0, dare:feature=villa"
S. Luca di Castronuovo,villa,"An ancient place, cited: BAtlas 47 D3 S. Luca di Castronuovo",13.604398,37.679997,HR,-330,300,462477,"dare:major=0, dare:ancient=0, dare:feature=villa"
S. Teresa di Longarini,villa,"An ancient place, cited: BAtlas 47 G4 S. Teresa di Longarini",15.238338,37.006654,R,-30,300,462481,"dare:major=0, dare:ancient=0, dare:feature=villa"
Saraceno di Favara,villa,"An ancient place, cited: BAtlas 47 D4 Saraceno di Favara",13.663132,37.318922,RL,-30,640,462484,"dare:major=0, dare:ancient=0, dare:feature=villa"
Sirignano,villa,"An ancient place, cited: BAtlas 47 B3 Sirignano",12.958049,37.891099,RL,-30,640,462496,"dare:major=0, dare:ancient=0, dare:feature=villa"
Timpone Rasta,villa,"An ancient place, cited: BAtlas 47 B3 Timpone Rasta",12.580732,37.702669,HR,-330,300,462518,"dare:major=0, dare:ancient=0, dare:feature=villa"
Trecastagni,villa,"An ancient place, cited: BAtlas 47 G3 Trecastagni",15.078921,37.619703,R,-30,300,462522,"dare:major=0, dare:ancient=0, dare:feature=villa"
Ventrelli,villa,"An ancient place, cited: BAtlas 47 F4 Ventrelli",14.665722,37.424203,R,-30,300,462532,"dare:major=0, dare:ancient=0, dare:feature=villa"
Alessandria della Rocca,villa,"An ancient place, cited: BAtlas 47 C3 Alessandria della Rocca",13.454222,37.567498,R,-30,300,462089,"dare:major=0, dare:ancient=0, dare:feature=villa"
Alia,villa,"An ancient place, cited: BAtlas 47 D3 Alia",13.7075572,37.7760341,RL,-30,640,462090,
Annunziata di Mascali,villa,"An ancient place, cited: BAtlas 47 G3 Annunziata di Mascali",15.19601,37.757489,R,-30,300,462095,"dare:major=0, dare:feature=villa, extant remains, dare:ancient=0, Mosaic"
Bella Cortina,villa,"An ancient place, cited: BAtlas 47 F3 Bella Cortina",14.875736,37.58124,R,-30,300,462111,"dare:major=0, dare:ancient=0, dare:feature=villa"
Biancavilla,villa,"An ancient place, cited: BAtlas 47 F3 Biancavilla",14.867982,37.646261,R,-30,300,462112,"dare:major=0, dare:ancient=0, dare:feature=villa"
Borgellusa di Avola,villa,"An ancient place, cited: BAtlas 47 G5 Borgellusa di Avola",15.14518,36.91438365,R,-30,300,462115,"dare:major=0, dare:ancient=0, dare:feature=villa"
Buonfornello,villa,"An ancient place, cited: BAtlas 47 D3 Buonfornello",13.824059,37.973916,R,-30,300,462119,"dare:major=0, dare:ancient=0, dare:feature=villa"
Tellaro Roman Villa (Caddeddi),villa,An Imperial Roman villa at Caddeddi on the Tellaro river in Sicily with elaborate floor mosaics.,15.0784713,36.8359248,RL,-30,640,462122,"dare:major=0, dare:feature=villa, extant remains, dare:ancient=0, mosaics"
Canale di Naro,villa,"An ancient place, cited: BAtlas 47 D4 Canale di Naro",13.795185,37.294766,R,-30,300,462128,"dare:major=0, dare:ancient=0, dare:feature=villa"
Casalotto,villa,"An ancient place, cited: BAtlas 47 G3 Casalotto",15.150544,37.580758,R,-30,300,462135,"dare:major=0, dare:ancient=0, dare:feature=villa"
Castellito di Ramacca,villa,"An ancient place, cited: BAtlas 47 F4 Castellito di Ramacca",14.693454,37.385182,R,-30,300,462139,"dare:major=0, dare:ancient=0, dare:feature=villa"
Saltus Sorothensis,villa,"An ancient place, cited: BAtlas 34 F2 Saltus Sorothensis",7.247124,35.948705,RL,-30,640,334617,"dare:ancient=1, dare:major=0, dare:feature=villa"
Bir Cuca,villa,"An ancient place, cited: BAtlas 35 E2 Bir Cuca",12.979461,32.426638,RL,-30,640,344318,"dare:major=0, dare:ancient=0, dare:feature=villa"
Bir el-Uaar,villa,"An ancient place, cited: BAtlas 35 F2 Bir el-Uaar",13.320288,32.051054,RL,-30,640,344320,"dare:major=0, dare:ancient=0, dare:feature=villa"
Bir esc-Scedeua,villa,"An ancient place, cited: BAtlas 35 F3 Bir esc-Scedeua",13.450007,31.283322,RL,-30,640,344322,"dare:major=0, dare:ancient=0, dare:feature=villa"
Bir Gebira,villa,"An ancient place, cited: BAtlas 35 G3 Bir Gebira",14.51665,31.74994,RL,-30,640,344323,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cercar,"settlement, villa","An ancient place, cited: BAtlas 35 F2 Cercar",13.616663,32.466662,RRL,-30,640,344336,"dare:ancient=1, dare:major=0, dare:feature=villa"
Gargaresc,villa,"An ancient place, cited: BAtlas 35 F2 Gargaresc",13.079754,32.854316,CHRL,-550,640,344360,"dare:major=0, dare:ancient=0, dare:feature=villa"
Gasr en-Naggazza,villa,"An ancient place, cited: BAtlas 35 F3 Gasr en-Naggazza",13.260814,31.356634,RL,-30,640,344366,"dare:major=0, dare:ancient=0, dare:feature=villa"
Gasr Leb'r,villa,"An ancient place, cited: BAtlas 35 G3 Gasr Leb'r",14.151225,31.664497,RL,-30,640,344368,"dare:major=0, dare:ancient=0, dare:feature=villa"
Graret D'nar Salem,villa,"An ancient place, cited: BAtlas 35 F2 Graret D'nar Salem",13.814673,32.00016,RL,-30,640,344385,"dare:major=0, dare:ancient=0, dare:feature=villa"
Gurgi,villa,"An ancient place, cited: BAtlas 35 F2 Gurgi",13.15,32.866663,HRL,-330,640,344387,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Bu Hamed,villa,"An ancient place, cited: BAtlas 35 C1 Henchir Bu Hamed",10.738368,33.29699,R,-30,300,344391,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Chenah,villa,"An ancient place, cited: BAtlas 35 B1 Henchir Chenah",9.543613,34.016046,RL,-30,640,344392,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir es-Sedd,villa,"An ancient place, cited: BAtlas 35 C1 Henchir es-Sedd",10.519678,33.219149,RL,-30,640,344394,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Fesguia,villa,"An ancient place, cited: BAtlas 35 C1 Henchir Fesguia",11.434629,33.133431,RL,-30,640,344395,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Goret Zid,villa,"An ancient place, cited: BAtlas 35 C1 Henchir Goret Zid",10.589614,33.275333,RL,-30,640,344396,"dare:major=0, dare:ancient=0, dare:feature=villa"
