title,type,description,lon,lat,periods,minDate,maxDate,id,tags
Henchir Hadjer,villa,"An ancient place, cited: BAtlas 35 C1 Henchir Hadjer",10.438327,33.268157,RL,-30,640,344397,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Medina,villa,"An ancient place, cited: BAtlas 35 C1 Henchir Medina",10.8550565,33.8772505,HR,-330,300,344400,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Sidi Hamdan,villa,"An ancient place, cited: BAtlas 35 G2 Henchir Sidi Hamdan",13.994289,32.371678,RL,-30,640,344403,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Soffit,villa,"An ancient place, cited: BAtlas 35 E2 Henchir Soffit",12.615548,32.07029,RL,-30,640,344406,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir Taglissi,villa,"An ancient place, cited: BAtlas 35 F2 Henchir Taglissi",13.083053,32.065701,RL,-30,640,344407,"dare:major=0, dare:ancient=0, dare:feature=villa"
"Ancient Villa at Homs, Libya",villa,Ancient name unknown.,14.264547,32.650737,HR,-330,300,344409,"dare:major=0, dare:ancient=0, dare:feature=villa"
Ksar Chouline,villa,"An ancient place, cited: BAtlas 35 C2 Ksar Chouline",10.453386,32.930106,RL,-30,640,344416,"dare:major=0, dare:ancient=0, dare:feature=villa"
Ksar Koutine,villa,"An ancient place, cited: BAtlas 35 C1 Ksar Koutine",10.426004,33.470129,RL,-30,640,344417,"dare:major=0, dare:ancient=0, dare:feature=villa"
Limagues,villa,"An ancient place, cited: BAtlas 35 B1 Limagues",9.079211,33.767496,RL,-30,640,344423,"dare:major=0, dare:ancient=0, dare:feature=villa"
Mellaha,villa,"An ancient place, cited: BAtlas 35 F2 Mellaha",13.283328,32.899985,HR,-330,300,344438,"dare:major=0, dare:ancient=0, dare:feature=villa"
Mselliten,"villa, temple","An ancient place, cited: BAtlas 35 G3 Mselliten",14.313087,31.8398415,RL,-30,640,344446,"dare:major=0, dare:ancient=0, dare:feature=villa"
Ras el-Oued Gordab,villa,"An ancient place, cited: BAtlas 35 C1 Ras el-Oued Gordab",10.491745,33.033284,RL,-30,640,344471,"dare:major=0, dare:ancient=0, dare:feature=villa"
Scemech,villa,"An ancient place, cited: BAtlas 35 F3 Scemech",13.968777,31.394839,RL,-30,640,344478,"dare:major=0, dare:ancient=0, dare:feature=villa"
Senam Semana,villa,"An ancient place, cited: BAtlas 35 F2 Senam Semana",13.787491,32.641755,RL,-30,640,344480,"dare:major=0, dare:ancient=0, dare:feature=villa"
Sidi Sames,villa,"An ancient place, cited: BAtlas 35 F2 Sidi Sames",13.033593,32.266167,RL,-30,640,344482,"dare:major=0, dare:ancient=0, dare:feature=villa"
Silin,villa,"An ancient place, cited: BAtlas 35 G2 Silin",14.136202,32.711621,RRL,-30,640,344483,"dare:major=0, dare:ancient=0, dare:feature=villa"
Snemat,villa,"An ancient place, cited: BAtlas 35 G3 Snemat",14.611096999999999,31.746084,RL,-30,640,344486,"dare:major=0, dare:ancient=0, dare:feature=villa"
Tagiura,villa,"An ancient place, cited: BAtlas 35 F2 Tagiura",13.350285,32.881663,RL,-30,640,344497,"dare:major=0, dare:ancient=0, dare:feature=villa"
Temassine,villa,"An ancient place, cited: BAtlas 35 B1 Temassine",9.517549,33.783499,RL,-30,640,344504,"dare:major=0, dare:ancient=0, dare:feature=villa"
Turris ad Algam,villa,"An ancient place, cited: BAtlas 35 F2 Turris ad Algam",13.321085,32.8142475,RL,-30,640,344524,"dare:ancient=1, dare:major=0, dare:feature=villa"
Turris Maniliorum Arelliorum,villa,"An ancient place, cited: BAtlas 35 C1 Turris Maniliorum Arelliorum",10.090502,33.47634,RL,-30,640,344525,"dare:ancient=1, dare:major=0, dare:feature=villa"
Villa Aniciorum,villa,"An ancient place, cited: BAtlas 35 F2 Villa Aniciorum",13.59973,32.789705,R,-30,300,344533,"dare:ancient=1, dare:major=0, dare:feature=villa"
Villa Fulgurita,villa,"An ancient place, cited: BAtlas 35 C1 Villa Fulgurita",10.344649,33.658705,R,-30,300,344535,"dare:ancient=1, dare:major=0, dare:feature=villa"
Villa Magna,villa,"An ancient place, cited: BAtlas 35 D1 Villa Magna",11.216424,33.181823,R,-30,300,344536,"dare:ancient=1, dare:major=0, dare:feature=villa"
Wadi Ajdab,villa,"An ancient place, cited: BAtlas 35 F3 Wadi Ajdab",13.173982,31.887793,RL,-30,640,344542,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi el-Amud,villa,"An ancient place, cited: BAtlas 35 F3 Wadi el-Amud",13.27312,31.075342,RL,-30,640,344545,"dare:major=0, dare:ancient=0, dare:feature=villa"
Villa near Wadi Ghirza,villa,An ancient villa near the Wadi Ghirza,14.493068,30.931884,RL,-30,640,344546,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Gobbeen,villa,"An ancient place, cited: BAtlas 35 G3 Wadi Gobbeen",14.21146,31.726323,RL,-30,640,344547,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Khanafes,villa,"An ancient place, cited: BAtlas 35 G3 Wadi Khanafes",14.340061,31.309658,RL,-30,640,344548,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Mansur,villa,"An ancient place, cited: BAtlas 35 G3 Wadi Mansur",14.238914,31.835956,RL,-30,640,344550,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Merdum,villa,"An ancient place, cited: BAtlas 35 F3 Wadi Merdum",13.98979,31.762291,RL,-30,640,344551,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Meseuggi,villa,"An ancient place, cited: BAtlas 35 F3 Wadi Meseuggi",13.75598,31.719527,RL,-30,640,344553,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Mimoun Darragh,villa,"An ancient place, cited: BAtlas 35 G2 Wadi Mimoun Darragh",14.755676,32.051455,RL,-30,640,344555,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Mimoun,villa,"An ancient place, cited: BAtlas 35 G3 Wadi Mimoun",14.154783,31.6577605,RL,-30,640,344556,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi N'f'd,villa,Wadi Nafed or Nefed,14.573526,31.377684,RL,-30,640,344557,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Sasu,villa,"An ancient place, cited: BAtlas 35 G2 Wadi Sasu",14.943099,32.134528,RL,-30,640,344559,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Scetaf,"cemetery, villa","An ancient place, cited: BAtlas 35 G3 Wadi Scetaf",14.5665795,31.14741,RL,-30,640,344560,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Sofeggin,villa,"An ancient place, cited: BAtlas 35 F3 Wadi Sofeggin",15.116631,31.899553,RL,-30,640,344561,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Tessa,villa,"An ancient place, cited: BAtlas 35 G3 Wadi Tessa",14.502068,31.117378,RL,-30,640,344564,"dare:major=0, dare:ancient=0, dare:feature=villa"
Wadi Umm el-Kharab,villa,"An ancient place, cited: BAtlas 35 G3 Wadi Umm el-Kharab",15.29978,31.316391,RL,-30,640,344566,"dare:major=0, dare:ancient=0, dare:feature=villa"
Zliten,villa,"An ancient place, cited: BAtlas 35 G2 Zliten",14.571072,32.473033,RL,-30,640,344573,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cignana,villa,"An ancient place, cited: BAtlas 47 D4 Cignana",13.736219,37.205014,RL,-30,640,462161,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cozzo Cicirello,villa,"An ancient place, cited: BAtlas 47 E4 Cozzo Cicirello",14.405837,37.016817,RL,-30,640,462169,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cusumano,villa,"An ancient place, cited: BAtlas 47 C3 Cusumano",13.010956,37.759462,R,-30,300,462176,"dare:major=0, dare:ancient=0, dare:feature=villa"
Durrueli di Realmonte,villa,"An ancient place, cited: BAtlas 47 C4 Durrueli di Realmonte",13.462829,37.310327,RR,-30,640,462188,"dare:major=0, dare:ancient=0, dare:feature=villa"
Geraci,villa,"An ancient place, cited: BAtlas 47 E4 Geraci",14.279573,37.567639,R,-30,300,462217,"dare:major=0, dare:ancient=0, dare:feature=villa"
Carrascona,villa,"An ancient place, cited: BAtlas 26 E5 Carrascona",-5.980893,36.974787,RL,-30,640,256061,"dare:major=0, dare:ancient=0, dare:feature=villa"
Castelo da Amendoeira,villa,"An ancient place, cited: BAtlas 26 B4 Castelo da Amendoeira",-8.126842,37.715678,RL,-30,640,256072,"dare:major=0, dare:ancient=0, dare:feature=villa"
Castelo da Chaminé,villa,"An ancient place, cited: BAtlas 26 B4 Castelo da Chaminé",-8.081906,37.697634,R,-30,300,256073,"dare:major=0, dare:ancient=0, dare:feature=villa"
Castelo das Juntas,villa,"An ancient place, cited: BAtlas 26 C4 Castelo das Juntas",-8.016159,37.77126,HR,-330,300,256076,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cerro da Vila,villa,"Cerro da Vila, the ruins of a Roman villa in the Algarve region of southern Portugal.",-8.1207444,37.0801249,RL,-30,640,256092,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cerro de los Mártires,villa,"An ancient place, cited: BAtlas 26 D5 Cerro de los Mártires",-6.212305,36.437707,RL,-30,640,256095,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cerro del Pescador,villa,"An ancient place, cited: BAtlas 26 E4 Cerro del Pescador",-5.724305,37.641122,RL,-30,640,256096,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cerro dos Namorados,villa,"An ancient place, cited: BAtlas 26 B4 Cerro dos Namorados",-8.081876,37.697662,R,-30,300,256099,"dare:major=0, dare:ancient=0, dare:feature=villa"
Chorrillo,villa,"An ancient place, cited: BAtlas 26 E4 Chorrillo",-5.741071,37.378667,RL,-30,640,256104,"dare:major=0, dare:ancient=0, dare:feature=villa"
Convento de San Francisco,villa,"An ancient place, cited: BAtlas 26 D4 Convento de San Francisco",-6.171317,37.520384,RL,-30,640,256127,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cortijo de Casulillas,villa,"An ancient place, cited: BAtlas 26 E4 Cortijo de Casulillas",-5.533277,37.254707,RL,-30,640,256130,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cortijo de la Cartuja,villa,"An ancient place, cited: BAtlas 26 E4 Cortijo de la Cartuja",-6.007256,37.397954,RL,-30,640,256132,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cortijo del Aceitero,villa,"An ancient place, cited: BAtlas 26 D4 Cortijo del Aceitero",-6.068976,37.451911,RL,-30,640,256133,"dare:major=0, dare:ancient=0, dare:feature=villa"
Cortijo del Alcaide,villa,"An ancient place, cited: BAtlas 26 F4 Cortijo del Alcaide",-4.853688,37.876637,RL,-30,640,256134,"dare:major=0, dare:ancient=0, dare:feature=villa"
Encinajero de los Frailes de San Jerónimo,villa,"An ancient place, cited: BAtlas 26 F4 Encinajero de los Frailes de San Jerónimo",-4.986029,37.80142,RL,-30,640,256156,"dare:major=0, dare:ancient=0, dare:feature=villa"
Ferragudo,villa,"An ancient place, cited: BAtlas 26 B4 Ferragudo",-8.517713,37.124931,R,-30,300,256168,"dare:major=0, dare:ancient=0, dare:feature=villa"
Hacienda de Manguarra y S. José,villa,"An ancient place, cited: BAtlas 26 F5 Hacienda de Manguarra y S. José",-4.643601,36.73473,RL,-30,640,256189,"dare:major=0, dare:ancient=0, dare:feature=villa"
Hacienda del Real Tesoro,villa,"An ancient place, cited: BAtlas 26 E4 Hacienda del Real Tesoro",-5.6177223,37.4886767,RRL,-30,640,256191,"dare:major=0, dare:ancient=0, dare:feature=villa"
Haza de Habares,villa,"An ancient place, cited: BAtlas 26 E4 Haza de Habares",-5.553128,37.409671,RL,-30,640,256194,"dare:major=0, dare:ancient=0, dare:feature=villa"
Haza de las Piedras,villa,"An ancient place, cited: BAtlas 26 D4 Haza de las Piedras",-6.238403,37.379638,RL,-30,640,256195,"dare:major=0, dare:ancient=0, dare:feature=villa"
Haza de la Torre,villa,"An ancient place, cited: BAtlas 26 D5 Haza de la Torre",-6.007773,36.827343,RL,-30,640,256196,"dare:major=0, dare:ancient=0, dare:feature=villa"
Herdade das Reprezas,villa,"An ancient place, cited: BAtlas 26 C3 Herdade das Reprezas",-7.915579,37.996582,R,-30,300,256205,"dare:major=0, dare:ancient=0, dare:feature=villa"
Herdade do Montinho,villa,"An ancient place, cited: BAtlas 26 C4 Herdade do Montinho",-7.689583,37.963096,R,-30,300,256208,"dare:major=0, dare:ancient=0, dare:feature=villa"
La Horadada Piedra,villa,"An ancient place, cited: BAtlas 26 D4 La Horadada Piedra",-6.075402,37.530952,R,-30,300,256211,"dare:major=0, dare:ancient=0, dare:feature=villa"
Huerta Alta,villa,"An ancient place, cited: BAtlas 26 E4 Huerta Alta",-5.61855,37.639704,RL,-30,640,256214,"dare:major=0, dare:ancient=0, dare:feature=villa"
Huerta de Fabiana,villa,"An ancient place, cited: BAtlas 26 E4 Huerta de Fabiana",-5.745374,37.407414,RL,-30,640,256215,"dare:major=0, dare:ancient=0, dare:feature=villa"
Loma de la Viña,villa,"An ancient place, cited: BAtlas 26 D5 Loma de la Viña",-6.012752,36.947667,RL,-30,640,256269,"dare:major=0, dare:ancient=0, dare:feature=villa"
Las Mazmoras,villa,"An ancient place, cited: BAtlas 26 C4 Las Mazmoras",-7.044327,37.953915,RL,-30,640,256290,"dare:major=0, dare:ancient=0, dare:feature=villa"
Milreu,villa,"An ancient place, cited: BAtlas 26 C4 Milreu",-7.904177,37.095164,RL,-30,640,256299,"dare:major=0, dare:ancient=0, dare:feature=villa"
Monte do Manuel Galo,villa,"An ancient place, cited: BAtlas 26 C4 Monte do Manuel Galo",-7.838042,37.545068,HR,-330,300,256306,"dare:major=0, dare:ancient=0, dare:feature=villa"
Montinho das Laranjeiras,villa,"An ancient place, cited: BAtlas 26 C4 Montinho das Laranjeiras",-7.460514,37.404506,R,-30,300,256311,"dare:major=0, dare:ancient=0, dare:feature=villa"
La Muela,villa,"An ancient place, cited: BAtlas 26 F4 La Muela",-4.896284,37.546002,HR,-330,300,256313,"dare:major=0, dare:ancient=0, dare:feature=villa"
Pajares,villa,"An ancient place, cited: BAtlas 26 E4 Pajares",-5.103896,37.249945,HR,-330,300,256353,"dare:major=0, dare:ancient=0, dare:feature=villa"
Pisões,villa,"An ancient place, cited: BAtlas 26 C4 Pisões",-7.9405805,37.9852085,RL,-30,640,256365,"dare:major=0, dare:ancient=0, dare:feature=villa"
Quinta do Marim,villa,"An ancient place, cited: BAtlas 26 C4 Quinta do Marim",-7.8130785,37.036514,RL,-30,640,256391,"dare:major=0, dare:ancient=0, dare:feature=villa"
S. José,villa,"An ancient place, cited: BAtlas 26 E4 S. José",-5.726078,37.189506,HR,-330,300,256426,"dare:major=0, dare:ancient=0, dare:feature=villa"
El Santiscal,villa,"An ancient place, cited: BAtlas 26 E5 El Santiscal",-5.778538,36.763305,R,-30,300,256436,"dare:major=0, dare:ancient=0, dare:feature=villa"
Senhora da Luz,villa,"An ancient place, cited: BAtlas 26 B4 Senhora da Luz",-8.729764,37.086197,R,-30,300,256443,"dare:major=0, dare:ancient=0, dare:feature=villa"
Tanque de Agua,villa,"An ancient place, cited: BAtlas 26 E4 Tanque de Agua",-5.828136,37.202142,RL,-30,640,256465,"dare:major=0, dare:ancient=0, dare:feature=villa"
Torre da Cardeira,villa,"An ancient place, cited: BAtlas 26 C4 Torre da Cardeira",-7.689594,37.963084,RL,-30,640,256475,"dare:major=0, dare:ancient=0, dare:feature=villa"
El Torreón,villa,"An ancient place, cited: BAtlas 26 E4 El Torreón",-5.66767,37.628559,RL,-30,640,256479,"dare:major=0, dare:ancient=0, dare:feature=villa"
Las Torres,villa,"An ancient place, cited: BAtlas 26 F5 Las Torres",-4.993735,36.468528,R,-30,300,256480,"dare:major=0, dare:ancient=0, dare:feature=villa"
Vale de Aguilhão,villa,"An ancient place, cited: BAtlas 26 C4 Vale de Aguilhão",-7.864617,37.94869,RL,-30,640,256506,"dare:major=0, dare:ancient=0, dare:feature=villa"
Vale de Mértola,villa,"An ancient place, cited: BAtlas 26 B4 Vale de Mértola",-8.081917,37.697632,R,-30,300,256507,"dare:major=0, dare:ancient=0, dare:feature=villa"
Villa de Río Verde,villa,"An ancient place, cited: BAtlas 26 F5 Villa de Río Verde",-4.952266,36.498616,RL,-30,640,256519,"dare:major=0, dare:ancient=0, dare:feature=villa"
Villar de Brenes,villa,"An ancient place, cited: BAtlas 26 E4 Villar de Brenes",-5.873083,37.550565,RLMM,-30,2100,256520,"dare:major=0, dare:ancient=0, dare:feature=villa"
El Apero,villa,"An ancient place, cited: BAtlas 27 B4 El Apero",-3.966258,37.722782,RL,-30,640,265800,"dare:major=0, dare:ancient=0, dare:feature=villa"
El Castillet,villa,"An ancient place, cited: BAtlas 27 E4 El Castillet",-0.699805,37.63271,HRL,-330,640,265852,"dare:major=0, dare:ancient=0, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 F2 unnamed unlabeled ((1 cemetery, 1 monument, 1 aqueduct))",10.228103,35.108438,R,-30,300,208943138,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 F2 unnamed unlabeled ((1 cemetery, 1 monument, 1 aqueduct))",10.023812,35.01151,R,-30,300,208943141,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 F2 unnamed unlabeled ((1 cemetery, 1 monument, 1 aqueduct))",10.035761,35.025982,R,-30,300,208943142,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 F3 unnamed unlabeled ((1 monument))",10.288866,36.573347,R,-30,300,208943246,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 F3 unnamed unlabeled ((1 monument))",10.314513,36.512543,R,-30,300,208943247,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 F3 unnamed unlabeled ((1 monument))",10.096984,36.880746,R,-30,300,208943258,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 F3 unnamed unlabeled ((1 monument))",10.299101,36.537567,R,-30,300,208943259,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 F3 unnamed unlabeled ((1 monument))",10.269223,36.609455,R,-30,300,208943260,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 G3 unnamed unlabeled ((1 bath, 1 cemetery))",10.972123,36.925959,R,-30,300,208943324,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 G3 unnamed unlabeled ((1 bath, 1 cemetery))",10.687441,36.781904,R,-30,300,208943370,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 G3 unnamed unlabeled ((1 bath, 1 cemetery))",10.70018,36.751358,R,-30,300,208943371,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 G3 unnamed unlabeled ((1 bath, 1 cemetery))",10.679439,36.76526,R,-30,300,208943372,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 32 G3 unnamed unlabeled ((1 bath, 1 cemetery))",10.801129,36.684651,R,-30,300,208943373,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 A3 unnamed unlabeled (settlements)",4.493759,36.879915,RL,-30,640,208943385,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.22799,34.671617,R,-30,300,208943457,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.295433,34.721768,R,-30,300,208943458,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.281116,34.71781,R,-30,300,208943459,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.279334,34.731594,R,-30,300,208943460,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.236507,34.617294,R,-30,300,208943461,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.310487,34.721554,R,-30,300,208943462,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.011838,34.959829,R,-30,300,208943463,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.164806,34.670813,R,-30,300,208943464,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.415058,34.964147,R,-30,300,208943468,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.387438,34.965038,R,-30,300,208943469,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.480558,34.730902,R,-30,300,208943470,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.480981,34.810412,R,-30,300,208943471,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.477145,35.346799,R,-30,300,208943487,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.342311,35.362542,R,-30,300,208943488,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.055823,35.189775,R,-30,300,208943489,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.031165,35.117747,R,-30,300,208943490,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.03225,35.221276,R,-30,300,208943491,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.026953,35.110715,R,-30,300,208943492,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.298794,35.094653,R,-30,300,208943494,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.269781,35.179754,R,-30,300,208943495,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.384386,35.212136,R,-30,300,208943496,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.439491,35.325975,R,-30,300,208943497,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.267557,35.359027,R,-30,300,208943498,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.255381,35.352568,R,-30,300,208943499,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.29178,35.3577,R,-30,300,208943500,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.382714,35.357243,R,-30,300,208943501,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.359337,35.352245,R,-30,300,208943502,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.331063,35.423738,R,-30,300,208943503,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.278724,35.34679,R,-30,300,208943507,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.393677,35.347278,R,-30,300,208943508,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.278083,35.196716,R,-30,300,208943509,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.31031,35.259481,R,-30,300,208943510,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.241618,35.336943,R,-30,300,208943511,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.330077,35.237654,R,-30,300,208943512,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.376743,35.261631,R,-30,300,208943513,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.192009,35.131571,R,-30,300,208943522,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.096551,35.126827,R,-30,300,208943523,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.124431,35.175119,R,-30,300,208943524,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.210715,35.154475,R,-30,300,208943525,"dare:major=0, dare:ancient=2, dare:feature=villa"
